tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,feedback.stopped,correct_tone.stopped,incorrect_tone.stopped,feedback_text.stopped,end.started,text_end.started,resp_end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration,participant,session,Age?,Gender?,Nationality?,date,expName,psychopyVersion,frameRate,expStart,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,2,8,40,14,400.1599802998826,,,,,,,,,,,,,,,,,,,,,,,400.1438239000272,1.2,400.1599802998826,401.3702020000201,401.343891199911,401.3439086000435,401.3702020000201,401.3702020000201,401.3702020000201,0.016852600034326315,402.59940189984627,left,0,1.2330064999405295,None,402.6003207999747,402.6177348999772,402.6132485399721,402.6132485399721,403.60994870006107,402.897033700021,402.897033700021,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,2,9,41,4,403.6265277999919,,,,,,,,,,,,,,,,,,,,,,,403.61031510005705,1.1,403.6265277999919,404.7426900998689,404.7105495000724,404.71058829990216,404.7426900998689,404.7426900998689,404.7426900998689,0.02011229982599616,406.48032679990865,right,1,1.7336692998651415,None,406.4808638000395,406.4937936998904,406.4957480399171,406.4957480399171,407.4770804999862,406.7098439000547,406.7098439000547,407.49300029990263,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,2,10,42,5,407.49300029990263,,,,,,,,,,,,,,,,,,,,,,,407.4774380000308,1.4,407.49300029990263,408.90269829984754,408.8768448999617,408.8768635999877,408.90269829984754,408.90269829984754,408.90269829984754,0.015281999949365854,410.5463290999178,right,1,1.6454173000529408,None,410.5467878000345,410.55951129994355,410.56196484004613,410.56196484004613,411.5432802999858,,,411.5593095999211,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,2,11,43,6,411.5593095999211,,,,,,,,,,,,,,,,,,,,,,,411.5436350000091,1.4,411.5593095999211,412.9737446999643,412.9431197999511,412.9431388999801,412.9737446999643,412.9737446999643,412.9737446999643,0.020801000064238906,414.62988869985566,left,0,1.6587706001009792,None,414.63033770001493,414.6425397999119,414.6456069400301,414.6456069400301,415.62638789997436,414.89403099985793,414.89403099985793,415.642546699848,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,2,12,44,3,415.642546699848,,,,,,,,,,,,,,,,,,,,,,,415.62673869985156,0.8,415.642546699848,416.45394430006854,416.42630070005544,416.4263201998547,416.45394430006854,416.45394430006854,416.45394430006854,0.018114199861884117,417.51270479988307,right,0,1.051886800210923,None,417.51312200003304,417.52600389998406,417.5284122399753,417.5284122399753,418.50949570001103,,,418.5256763000507,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,2,13,45,2,418.5256763000507,,,,,,,,,,,,,,,,,,,,,,,418.50984129984863,0.7,418.5256763000507,419.234974199906,419.20952829997987,419.20954689988866,419.234974199906,419.234974199906,419.234974199906,0.016078900080174208,420.9457441000268,left,1,1.7156985001638532,None,420.9461983998772,420.95898530003615,420.9613894399954,420.9613894399954,421.94304229994304,421.2027946000453,421.2027946000453,421.9590240998659,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,2,14,46,12,421.9590240998659,,,,,,,,,,,,,,,,,,,,,,,421.9434042999055,1.1,421.9590240998659,423.06619459996,423.04268559999764,423.0427049000282,423.06619459996,423.06619459996,423.06619459996,0.013794400030747056,423.912226999877,left,0,0.8410483000334352,None,423.91268910001963,423.92542789992876,423.9279014399508,423.9279014399508,424.9093686998822,,,424.92541450005956,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,2,15,47,11,424.92541450005956,,,,,,,,,,,,,,,,,,,,,,,424.909709099913,0.6,424.92541450005956,425.53937439993024,425.50943739991635,425.5094560999423,425.53937439993024,425.53937439993024,425.53937439993024,0.019858499988913536,426.99635159992613,right,0,1.4598341998644173,None,426.9968910999596,427.0088380998932,427.01166963984724,427.01166963984724,427.9924530000426,,,428.0085062000435,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,3,0,48,8,428.0085062000435,,,,,,,,,,,,,,,,,,,,,,,427.9928049999289,0.9,428.0085062000435,428.91401989990845,428.89230139995925,428.8923179998528,428.91401989990845,428.91401989990845,428.91401989990845,0.011979399947449565,431.0118386999238,right,0,2.091604399960488,None,431.0123036999721,431.0250887000002,431.027528139879,431.027528139879,432.0088265000377,,,432.02493299986236,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,3,1,49,6,432.02493299986236,,,,,,,,,,,,,,,,,,,,,,,432.00917349988595,0.7,432.02493299986236,432.73650619992986,432.7087421999313,432.7087592999451,432.73650619992986,432.73650619992986,432.73650619992986,0.01815689983777702,434.0118743998464,left,0,1.2831417000852525,None,434.0123822998721,434.0251845000312,434.0275367399445,434.0275367399445,435.0087699999567,,,435.02486109989695,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,3,2,50,5,435.02486109989695,,,,,,,,,,,,,,,,,,,,,,,435.0091076998506,0.7,435.02486109989695,435.7339812000282,435.7085380998906,435.7085559000261,435.7339812000282,435.7339812000282,435.7339812000282,0.015583999920636415,436.71151479985565,left,0,0.9732454000040889,None,436.7119517000392,436.7247762000188,436.72718954004813,436.72718954004813,437.7088264999911,,,437.7248589999508,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,3,3,51,12,437.7248589999508,,,,,,,,,,,,,,,,,,,,,,,437.70916850003414,0.5,437.7248589999508,438.2321987999603,438.2088688998483,438.2088857998606,438.2321987999603,438.2321987999603,438.2321987999603,0.013294499833136797,439.1114908999298,right,1,0.8851848000194877,None,439.11190710007213,439.12471679993905,439.12709293991793,439.12709293991793,440.1084920000285,439.3832288000267,439.3832288000267,440.1245303999167,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,3,4,52,9,440.1245303999167,,,,,,,,,,,,,,,,,,,,,,,440.1088302000426,1.2,440.1245303999167,441.3331323999446,441.30842719995417,441.3084456999786,441.3331323999446,441.3331323999446,441.3331323999446,0.01472109998576343,442.94471389986575,right,0,1.6166972999926656,None,442.9451808000449,442.95786660001613,442.96048193995375,442.96048193995375,443.94152979995124,443.1902268999256,443.1902268999256,443.95770430006087,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,3,5,53,2,443.95770430006087,,,,,,,,,,,,,,,,,,,,,,,443.94188339984976,0.7,443.95770430006087,444.66933840001,444.6415200000629,444.6415389999747,444.66933840001,444.66933840001,444.66933840001,0.017922200029715896,445.54459369997494,right,0,0.8757952000014484,None,445.54504800005816,445.55775150004774,445.56022244005,445.56022244005,446.5414559999481,445.77453899988905,445.77453899988905,446.5575281998608,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,3,6,54,3,446.5575281998608,,,,,,,,,,,,,,,,,,,,,,,446.5418245999608,1.1,446.5575281998608,447.6688979000319,447.6412913000677,447.64132079994306,447.6688979000319,447.6688979000319,447.6688979000319,0.018187199952080846,448.2943096999079,left,1,0.6285539998207241,None,448.29473880003206,448.30750490003265,448.31005123991054,448.31005123991054,449.2914193000179,448.543440700043,448.543440700043,449.3074374999851,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,3,7,55,14,449.3074374999851,,,,,,,,,,,,,,,,,,,,,,,449.29175990005024,0.7,449.3074374999851,450.01794210006483,449.99155270005576,449.99158059991896,450.01794210006483,450.01794210006483,450.01794210006483,0.016657600179314613,450.7441646999214,left,0,0.7287699000444263,None,450.74465429992415,450.7574612000026,450.75990983995143,450.75990983995143,451.74112479994074,,,451.75728759984486,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,3,8,56,0,451.75728759984486,,,,,,,,,,,,,,,,,,,,,,,451.7414889000356,1.0,451.75728759984486,452.7634093000088,452.74102590000257,452.74104609992355,452.7634093000088,452.7634093000088,452.7634093000088,0.012543300166726112,454.7439059999306,left,1,1.9839542000554502,None,454.7444297000766,454.75718409987167,454.75963833986316,454.75963833986316,455.7409540999215,454.9738056999631,454.9738056999631,455.75703079998493,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,3,9,57,1,455.75703079998493,,,,,,,,,,,,,,,,,,,,,,,455.7413083999418,1.3,455.75703079998493,457.0658286998514,457.0410300998483,457.0410474999808,457.0658286998514,457.0658286998514,457.0658286998514,0.015118499984964728,457.91059600003064,left,1,0.8414437999017537,None,457.911048799986,457.92395009985194,457.9263565399451,457.9263565399451,458.9075292998459,,,458.9235026000533,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,3,10,58,15,458.9235026000533,,,,,,,,,,,,,,,,,,,,,,,458.907890799921,0.8,458.9235026000533,459.73512199986726,459.7073329000268,459.7073514999356,459.73512199986726,459.73512199986726,459.73512199986726,0.018078400054946542,460.66014449996874,right,1,0.9203878999687731,None,460.660650299862,460.67364330007695,460.6758604400093,460.6758604400093,461.6575680000242,,,461.67360910004936,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,3,11,59,11,461.67360910004936,,,,,,,,,,,,,,,,,,,,,,,461.6579005999956,1.3,461.67360910004936,462.9851945999544,462.9571719998494,462.95718889986165,462.9851945999544,462.9851945999544,462.9851945999544,0.01842609979212284,465.1434299000539,left,1,2.1629665999207646,None,465.1438960998785,465.15675819991156,465.159174239845,465.159174239845,466.1408724000212,465.3908816999756,465.3908816999756,466.1568225999363,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,3,12,60,7,466.1568225999363,,,,,,,,,,,,,,,,,,,,,,,466.1412261999212,0.6,466.1568225999363,466.7661245998461,466.74030900001526,466.7403354998678,466.7661245998461,466.7661245998461,466.7661245998461,0.016484699910506606,467.49350270000286,right,1,0.7327479999512434,None,467.4939333999064,467.50661679985933,467.5090344400378,467.5090344400378,468.4903082998935,,,468.5063263999764,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,3,13,61,10,468.5063263999764,,,,,,,,,,,,,,,,,,,,,,,468.49068789999,0.7,468.5063263999764,469.2157057998702,469.1902723000385,469.19029069994576,469.2157057998702,469.2157057998702,469.2157057998702,0.015982000157237053,471.52642169990577,left,1,2.311158600030467,None,471.52689879992977,471.5397004999686,471.5420056398725,471.5420056398725,472.52345929993317,471.76906570000574,471.76906570000574,472.5394818999339,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,3,14,62,4,472.5394818999339,,,,,,,,,,,,,,,,,,,,,,,472.5238146998454,1.5,472.5394818999339,474.0474934000522,474.0235945000313,474.0236197998747,474.0474934000522,474.0474934000522,474.0474934000522,0.013788500102236867,476.39282139996067,right,1,2.3474707000423223,None,476.39325980003923,476.4060815998819,476.4084635399049,476.4084635399049,477.3900162000209,476.6311518000439,476.6311518000439,477.406001499854,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,3,15,63,13,477.406001499854,,,,,,,,,,,,,,,,,,,,,,,477.3903856999241,0.7,477.406001499854,478.11586369993165,478.0899364000652,478.0899551999755,478.11586369993165,478.11586369993165,478.11586369993165,0.0160374001134187,479.69278119993396,right,1,1.5730544000398368,None,479.69323169998825,479.70594289992005,479.7084294400411,479.7084294400411,480.68962509999983,,,480.705764999846,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,4,0,64,6,480.705764999846,,,,,,,,,,,,,,,,,,,,,,,480.68996350001544,0.5,480.705764999846,481.2177814000752,481.18965710001066,481.18967549991794,481.2177814000752,481.2177814000752,481.2177814000752,0.018352500163018703,483.29252410004847,left,0,2.081093200016767,None,483.2929598998744,483.3056167999748,483.3080894398736,483.3080894398736,484.2894927000161,483.5460667000152,483.5460667000152,484.30551839992404,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,4,1,65,0,484.30551839992404,,,,,,,,,,,,,,,,,,,,,,,484.28990600002,0.5,484.30551839992404,484.81241009989753,484.7893169000745,484.7893358999863,484.81241009989753,484.81241009989753,484.81241009989753,0.013507999945431948,485.97602629987523,right,0,1.166153399972245,None,485.97647519991733,485.98919830005616,485.99172444001306,485.99172444001306,486.9726988999173,,,486.9888011999428,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,4,2,66,8,486.9888011999428,,,,,,,,,,,,,,,,,,,,,,,486.9730290998705,1.1,486.9888011999428,488.09331130003557,488.07245670002885,488.0724744000472,488.09331130003557,488.09331130003557,488.09331130003557,0.011380300158634782,488.809033599915,left,1,0.7239080001600087,None,488.80946499994025,488.82218989985995,488.824391340022,488.824391340022,489.8061132999137,489.04823179985397,489.04823179985397,489.822222399991,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,4,3,67,13,489.822222399991,,,,,,,,,,,,,,,,,,,,,,,489.8064786000177,0.5,489.822222399991,490.33142949989997,490.306081000017,490.3060993999243,490.33142949989997,490.33142949989997,490.33142949989997,0.015328200068324804,491.8920416000765,right,1,1.5658199999015778,None,491.89250239985995,491.9054268000182,491.9076346399961,491.9076346399961,492.8891781999264,492.1272237999365,492.1272237999365,492.90524760005064,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,4,4,68,7,492.90524760005064,,,,,,,,,,,,,,,,,,,,,,,492.88954130001366,0.7,492.90524760005064,493.61736089992337,493.5891696999315,493.5892088999972,493.61736089992337,493.61736089992337,493.61736089992337,0.01835130015388131,494.2760348999873,right,1,0.65489980019629,None,494.2764818998985,494.28889840003103,494.2913317399798,494.2913317399798,495.27223429991864,494.54644789989106,494.54644789989106,495.28831929992884,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,4,5,69,15,495.28831929992884,,,,,,,,,,,,,,,,,,,,,,,495.27259229985066,0.5,495.28831929992884,495.7985398999881,495.77208879985847,495.77210769988596,495.7985398999881,495.7985398999881,495.7985398999881,0.01711349980905652,496.3584451000206,right,1,0.5626695000100881,None,496.358897899976,496.37170389993116,496.37414114002604,496.37414114002604,497.35563989984803,496.6154734999873,496.6154734999873,497.37167859985493,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,4,6,70,4,497.37167859985493,,,,,,,,,,,,,,,,,,,,,,,497.3559973000083,1.3,497.37167859985493,498.6780556999147,498.6553716000635,498.6553906998597,498.6780556999147,498.6780556999147,498.6780556999147,0.012990899849683046,500.37492149998434,right,1,1.697473700158298,None,500.37538399989717,500.3881667999085,500.3905071398476,500.3905071398476,501.3721642999444,500.6212738000322,500.6212738000322,501.389091799967,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,4,7,71,10,501.389091799967,,,,,,,,,,,,,,,,,,,,,,,501.3724976000376,0.7,501.389091799967,502.1001663999632,502.0721605999861,502.07217810000293,502.1001663999632,502.1001663999632,502.1001663999632,0.017818599939346313,503.9583739999216,right,0,1.86552880005911,None,503.9588516000658,503.9712737998925,503.9738602399593,503.9738602399593,504.95506009995006,504.20641919993795,504.20641919993795,504.97115470003337,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,4,8,72,5,504.97115470003337,,,,,,,,,,,,,,,,,,,,,,,504.95539589994587,1.5,504.97115470003337,506.4794709999114,506.45487180002965,506.45488859992474,506.4794709999114,506.4794709999114,506.4794709999114,0.014915399951860309,507.49106399994344,right,1,1.0112477000802755,None,507.4915100999642,507.5044201000128,507.5067363398848,507.5067363398848,508.4882634000387,,,508.5042546999175,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
