"participant","task","phase","Exemplars","r_correct","response.keys","response.corr","response.rt","condition","difficulty","set","first","subjectId","goodSubject","blocksPhase","blocks","condition2","goodTrials"
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.653,"nonreversed","hard",2,"first-total","P1",FALSE,1,1,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","right",0,0.775,"reversed","hard",2,"first-total","P1",FALSE,1,1,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","left",1,0.627,"reversed","hard",2,"first-total","P1",FALSE,1,1,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","left",1,0.976,"nonreversed","hard",2,"first-total","P1",FALSE,1,1,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","left",0,0.837,"reversed","hard",2,"first-total","P1",FALSE,1,1,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","right",1,0.726,"reversed","hard",2,"first-total","P1",FALSE,1,1,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","right",0,0.611,"reversed","hard",2,"first-total","P1",FALSE,1,1,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","left",0,0.676,"nonreversed","hard",2,"first-total","P1",FALSE,1,1,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","right",1,0.793,"nonreversed","hard",2,"first-total","P1",FALSE,1,1,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,0.786,"reversed","hard",2,"first-total","P1",FALSE,1,1,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","right",1,1.144,"nonreversed","hard",2,"first-total","P1",FALSE,2,2,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","right",1,0.895,"nonreversed","hard",2,"first-total","P1",FALSE,2,2,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","left",1,1.168,"nonreversed","hard",2,"first-total","P1",FALSE,2,2,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,0.677,"reversed","hard",2,"first-total","P1",FALSE,2,2,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,0.536,"reversed","hard",2,"first-total","P1",FALSE,2,2,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","left",1,0.642,"nonreversed","hard",2,"first-total","P1",FALSE,2,2,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","left",0,0.42,"reversed","hard",2,"first-total","P1",FALSE,2,2,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","right",1,0.852,"reversed","hard",2,"first-total","P1",FALSE,2,2,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,0.726,"nonreversed","hard",2,"first-total","P1",FALSE,2,2,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,0.645,"reversed","hard",2,"first-total","P1",FALSE,2,2,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","right",0,0.819,"reversed","hard",2,"first-total","P1",FALSE,2,2,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","left",0,1.437,"nonreversed","hard",2,"first-total","P1",FALSE,2,2,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","left",1,0.759,"nonreversed","hard",2,"first-total","P1",FALSE,2,2,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","left",0,0.787,"reversed","hard",2,"first-total","P1",FALSE,2,2,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","right",1,0.612,"nonreversed","hard",2,"first-total","P1",FALSE,2,2,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","right",0,0.636,"reversed","hard",2,"first-total","P1",FALSE,2,2,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","left",0,0.909,"nonreversed","hard",2,"first-total","P1",FALSE,3,3,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,0.842,"reversed","hard",2,"first-total","P1",FALSE,3,3,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,0.726,"reversed","hard",2,"first-total","P1",FALSE,3,3,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","right",1,0.577,"nonreversed","hard",2,"first-total","P1",FALSE,3,3,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","right",1,0.78,"nonreversed","hard",2,"first-total","P1",FALSE,3,3,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","right",0,0.836,"nonreversed","hard",2,"first-total","P1",FALSE,3,3,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,1.059,"reversed","hard",2,"first-total","P1",FALSE,3,3,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","left",0,0.793,"reversed","hard",2,"first-total","P1",FALSE,3,3,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,1.209,"nonreversed","hard",2,"first-total","P1",FALSE,3,3,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","left",1,0.869,"nonreversed","hard",2,"first-total","P1",FALSE,3,3,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","left",1,0.593,"reversed","hard",2,"first-total","P1",FALSE,3,3,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,0.579,"reversed","hard",2,"first-total","P1",FALSE,3,3,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,0.517,"reversed","hard",2,"first-total","P1",FALSE,3,3,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,1.936,"nonreversed","hard",2,"first-total","P1",FALSE,3,3,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","left",1,0.553,"reversed","hard",2,"first-total","P1",FALSE,3,3,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.614,"nonreversed","hard",2,"first-total","P1",FALSE,3,3,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,0.542,"reversed","hard",2,"first-total","P1",FALSE,4,4,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","right",1,0.543,"reversed","hard",2,"first-total","P1",FALSE,4,4,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,0.614,"nonreversed","hard",2,"first-total","P1",FALSE,4,4,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","left",1,0.578,"nonreversed","hard",2,"first-total","P1",FALSE,4,4,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.492,"nonreversed","hard",2,"first-total","P1",FALSE,4,4,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","right",0,0.476,"reversed","hard",2,"first-total","P1",FALSE,4,4,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","left",1,0.926,"nonreversed","hard",2,"first-total","P1",FALSE,4,4,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","left",0,0.947,"nonreversed","hard",2,"first-total","P1",FALSE,4,4,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,0.711,"reversed","hard",2,"first-total","P1",FALSE,4,4,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","right",0,0.786,"reversed","hard",2,"first-total","P1",FALSE,4,4,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,0.626,"reversed","hard",2,"first-total","P1",FALSE,4,4,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","right",0,1.396,"reversed","hard",2,"first-total","P1",FALSE,4,4,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","left",0,1.003,"nonreversed","hard",2,"first-total","P1",FALSE,4,4,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","left",1,0.642,"nonreversed","hard",2,"first-total","P1",FALSE,4,4,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.629,"nonreversed","hard",2,"first-total","P1",FALSE,4,4,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","right",0,0.512,"reversed","hard",2,"first-total","P1",FALSE,4,4,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","left",1,1.458,"reversed","hard",2,"first-total","P1",FALSE,5,5,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","left",1,0.72,"reversed","hard",2,"first-total","P1",FALSE,5,5,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,0.695,"reversed","hard",2,"first-total","P1",FALSE,5,5,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,0.62,"reversed","hard",2,"first-total","P1",FALSE,5,5,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.896,"nonreversed","hard",2,"first-total","P1",FALSE,5,5,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,1.487,"reversed","hard",2,"first-total","P1",FALSE,5,5,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","right",0,1.277,"nonreversed","hard",2,"first-total","P1",FALSE,5,5,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","left",0,0.759,"reversed","hard",2,"first-total","P1",FALSE,5,5,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","right",0,0.803,"nonreversed","hard",2,"first-total","P1",FALSE,5,5,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,1.075,"nonreversed","hard",2,"first-total","P1",FALSE,5,5,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,1.002,"reversed","hard",2,"first-total","P1",FALSE,5,5,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.776,"nonreversed","hard",2,"first-total","P1",FALSE,5,5,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","left",0,1.246,"nonreversed","hard",2,"first-total","P1",FALSE,5,5,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,0.887,"nonreversed","hard",2,"first-total","P1",FALSE,5,5,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","right",1,0.57,"nonreversed","hard",2,"first-total","P1",FALSE,5,5,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,1.026,"reversed","hard",2,"first-total","P1",FALSE,5,5,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","right",1,0.959,"reversed","hard",2,"first-total","P1",FALSE,6,6,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","right",0,0.727,"nonreversed","hard",2,"first-total","P1",FALSE,6,6,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.626,"nonreversed","hard",2,"first-total","P1",FALSE,6,6,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","right",0,0.702,"reversed","hard",2,"first-total","P1",FALSE,6,6,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","right",1,0.943,"nonreversed","hard",2,"first-total","P1",FALSE,6,6,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","right",1,1.286,"nonreversed","hard",2,"first-total","P1",FALSE,6,6,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","right",0,0.87,"reversed","hard",2,"first-total","P1",FALSE,6,6,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,0.553,"reversed","hard",2,"first-total","P1",FALSE,6,6,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","right",0,0.611,"reversed","hard",2,"first-total","P1",FALSE,6,6,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","right",0,0.759,"nonreversed","hard",2,"first-total","P1",FALSE,6,6,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","left",1,0.677,"nonreversed","hard",2,"first-total","P1",FALSE,6,6,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","left",0,0.677,"nonreversed","hard",2,"first-total","P1",FALSE,6,6,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","right",0,0.826,"reversed","hard",2,"first-total","P1",FALSE,6,6,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,0.57,"reversed","hard",2,"first-total","P1",FALSE,6,6,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,0.712,"reversed","hard",2,"first-total","P1",FALSE,6,6,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,0.943,"nonreversed","hard",2,"first-total","P1",FALSE,6,6,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","left",1,0.61,"nonreversed","hard",2,"first-total","P1",FALSE,7,7,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.612,"nonreversed","hard",2,"first-total","P1",FALSE,7,7,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","right",0,0.853,"reversed","hard",2,"first-total","P1",FALSE,7,7,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","right",1,0.627,"nonreversed","hard",2,"first-total","P1",FALSE,7,7,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,0.776,"nonreversed","hard",2,"first-total","P1",FALSE,7,7,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","left",0,0.714,"reversed","hard",2,"first-total","P1",FALSE,7,7,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","right",1,0.771,"nonreversed","hard",2,"first-total","P1",FALSE,7,7,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","right",1,0.679,"nonreversed","hard",2,"first-total","P1",FALSE,7,7,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","right",0,0.593,"nonreversed","hard",2,"first-total","P1",FALSE,7,7,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","left",1,0.776,"reversed","hard",2,"first-total","P1",FALSE,7,7,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","left",0,0.626,"reversed","hard",2,"first-total","P1",FALSE,7,7,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","left",1,0.736,"nonreversed","hard",2,"first-total","P1",FALSE,7,7,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,0.798,"reversed","hard",2,"first-total","P1",FALSE,7,7,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,0.892,"reversed","hard",2,"first-total","P1",FALSE,7,7,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,0.936,"reversed","hard",2,"first-total","P1",FALSE,7,7,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","left",1,0.818,"reversed","hard",2,"first-total","P1",FALSE,7,7,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","left",1,1.142,"nonreversed","hard",2,"first-total","P1",FALSE,8,8,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","right",0,2.286,"nonreversed","hard",2,"first-total","P1",FALSE,8,8,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,1.803,"reversed","hard",2,"first-total","P1",FALSE,8,8,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,15,"right","right",1,0.914,"reversed","hard",2,"first-total","P1",FALSE,8,8,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,1.37,"nonreversed","hard",2,"first-total","P1",FALSE,8,8,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,1.028,"reversed","hard",2,"first-total","P1",FALSE,8,8,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,0.743,"reversed","hard",2,"first-total","P1",FALSE,8,8,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","left",1,1.131,"reversed","hard",2,"first-total","P1",FALSE,8,8,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,1.286,"reversed","hard",2,"first-total","P1",FALSE,8,8,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","left",0,0.886,"nonreversed","hard",2,"first-total","P1",FALSE,8,8,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","right",0,1.083,"nonreversed","hard",2,"first-total","P1",FALSE,8,8,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","left",0,0.893,"nonreversed","hard",2,"first-total","P1",FALSE,8,8,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","right",0,0.826,"reversed","hard",2,"first-total","P1",FALSE,8,8,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,14,"right","right",1,0.859,"nonreversed","hard",2,"first-total","P1",FALSE,8,8,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","right",1,1.18,"nonreversed","hard",2,"first-total","P1",FALSE,8,8,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,10,"left","right",0,0.942,"reversed","hard",2,"first-total","P1",FALSE,8,8,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",2,9,"right","left",0,0.569,"reversed","hard",2,"first-total","P1",FALSE,1,9,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",2,9,"right","right",1,1.426,"reversed","hard",2,"first-total","P1",FALSE,1,9,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",2,15,"left","right",0,0.953,"reversed","hard",2,"first-total","P1",FALSE,1,9,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",2,11,"left","left",1,0.793,"nonreversed","hard",2,"first-total","P1",FALSE,1,9,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",2,16,"left","left",1,1.493,"reversed","hard",2,"first-total","P1",FALSE,1,9,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",2,16,"left","left",1,0.779,"reversed","hard",2,"first-total","P1",FALSE,1,9,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",2,10,"right","left",0,0.725,"reversed","hard",2,"first-total","P1",FALSE,1,9,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",2,11,"left","left",1,1.212,"nonreversed","hard",2,"first-total","P1",FALSE,1,9,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",2,12,"left","left",1,0.909,"nonreversed","hard",2,"first-total","P1",FALSE,1,9,"partial-nonreversed",TRUE
